,Start_Date,End_date,Specalist_Name,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Rating of the overall Support,Ability to communicate clearly,Knowledge of SP-API products & Services,Merchant_Token,Comments,LocationLatitude,LocationLongitude,LocationAccuracy,SPOC,Key,Average CSAT,region
39,5/4/2022 8:17,5/4/2022 8:18,,,,,1,0,5- Excellent,5,5,AXVAPZMMBZ63B,,49.839,24.0191,-1,DILIP CHAVALI,AXVAPZMMBZ63BDILIP CHAVALI,5,EU
40,5/4/2022 14:53,5/4/2022 14:54,,,,,1,0,5- Excellent,5,5,ADH8GT9K5QPTS,,51.2993,9.491,-1,DILIP CHAVALI,ADH8GT9K5QPTSDILIP CHAVALI,5,#N/A
41,5/17/2022 16:42,5/17/2022 16:42,,,,,1,0,4- Good,4,4,ATUR0YOGOE4GL,,51.4408,7.4583,-1,DILIP CHAVALI,ATUR0YOGOE4GLDILIP CHAVALI,4,#N/A
42,5/19/2022 14:47,5/19/2022 14:51,,,,,1,0,5- Excellent,5,5,ATUR0YOGOE4GL,"'- very good knowledge, could answer every question we had\- professional appearance\- very good communication, in the meeting as well as in mail contact afterwards",51.4408,7.4583,-1,DILIP CHAVALI,ATUR0YOGOE4GLDILIP CHAVALI,5,#N/A
43,5/20/2022 3:07,5/20/2022 3:13,,,,,1,0,5- Excellent,5,5,A12NL0H8GNE1RF,,47.6034,-122.3414,-1,DILIP CHAVALI,A12NL0H8GNE1RFDILIP CHAVALI,5,#N/A
44,5/23/2022 17:33,5/23/2022 17:36,,,,,1,0,2-Average,3,3,A3F40UPSBFV2NZ,The representative shows they are willing to help. But don't have access to all the necessary information like technical data or how the whole API is coded and really works. So the help they can provide is very limited.,41.3745,-8.1971,-1,DILIP CHAVALI,A3F40UPSBFV2NZDILIP CHAVALI,3,#N/A
45,6/7/2022 7:34,6/7/2022 7:36,,,,,1,0,5- Excellent,5,5,A29OET38HD6TL4,,50.1188,8.6843,-1,DILIP CHAVALI,A29OET38HD6TL4DILIP CHAVALI,5,#N/A
46,6/7/2022 8:53,6/7/2022 8:54,,,,,1,0,5- Excellent,5,5,AU5VOTHVIH270,none,50.1188,8.6843,-1,DILIP CHAVALI,AU5VOTHVIH270DILIP CHAVALI,5,#N/A
47,6/7/2022 9:17,6/7/2022 9:17,,,,,1,0,5- Excellent,5,5,A2RICJ9G9YCIOP,none,50.1188,8.6843,-1,DILIP CHAVALI,A2RICJ9G9YCIOPDILIP CHAVALI,5,#N/A
48,6/14/2022 14:33,6/14/2022 14:34,,,,,1,0,5- Excellent,5,5,A1EZU2X2BIFG5W,,51.4964,-0.1224,-1,DILIP CHAVALI,A1EZU2X2BIFG5WDILIP CHAVALI,5,#N/A
49,6/16/2022 13:39,6/16/2022 13:40,,,,,1,0,5- Excellent,4,5,A27JF8KIP4ODDD,"Congrats for Dilip, for me is the best technician. A very resolutive person!!! Thanks a lot",38.9653,-0.1791,-1,DILIP CHAVALI,A27JF8KIP4ODDDDILIP CHAVALI,4.5,#N/A
50,6/30/2022 14:25,6/30/2022 14:32,,,,,1,0,5- Excellent,4,5,A2NX936EFYV9VT,Dilip was very attentive and tireless in clarifying all my doubts. Thank Dilip.,37.1353,-8.446,-1,DILIP CHAVALI,A2NX936EFYV9VTDILIP CHAVALI,4.5,#N/A
51,7/8/2022 14:30,7/8/2022 14:30,,,,,1,0,4- Good,5,4,A1HJO8BR2G4E31,,51.4964,-0.1224,-1,DILIP CHAVALI,A1HJO8BR2G4E31DILIP CHAVALI,4.5,#N/A
52,7/11/2022 15:39,7/11/2022 15:46,,,,,1,0,5- Excellent,5,5,A1K83I599LHYK9,,51.4964,-0.1224,-1,DILIP CHAVALI,A1K83I599LHYK9DILIP CHAVALI,5,#N/A
53,7/11/2022 16:23,7/11/2022 16:24,,,,,1,0,4- Good,3,4,A10ZIKO15YH4DT,,50.1188,8.6843,-1,DILIP CHAVALI,A10ZIKO15YH4DTDILIP CHAVALI,3.5,#N/A
54,7/15/2022 16:59,7/15/2022 17:01,,,,,1,0,5- Excellent,5,5,AQJVXQOLHW4PH,I really appreciated the commitment and good will of my representative.,48.8323,2.4075,-1,DILIP CHAVALI,AQJVXQOLHW4PHDILIP CHAVALI,5,#N/A
55,7/18/2022 14:06,7/18/2022 14:06,,,,,1,0,5- Excellent,5,5,A1ZX7YN7F2XSM6,,51.4428,7.08,-1,DILIP CHAVALI,A1ZX7YN7F2XSM6DILIP CHAVALI,5,#N/A
56,7/18/2022 14:06,7/18/2022 15:20,,,,,1,0,4- Good,4,5,A1ZX7YN7F2XSM6,,51.4073,6.7279,-1,DILIP CHAVALI,A1ZX7YN7F2XSM6DILIP CHAVALI,4.5,#N/A
57,7/19/2022 16:03,7/19/2022 16:04,,,,,1,0,4- Good,5,5,A2ARJ7D12PBLP5,,51.3877,-2.8135,-1,DILIP CHAVALI,A2ARJ7D12PBLP5DILIP CHAVALI,5,#N/A
58,7/20/2022 15:14,7/20/2022 15:16,,,,,1,0,5- Excellent,5,4,A2HI9T1YDMDBCQ,,50.1188,8.6843,-1,DILIP CHAVALI,A2HI9T1YDMDBCQDILIP CHAVALI,4.5,#N/A
59,7/21/2022 10:57,7/21/2022 10:58,,,,,1,0,4- Good,4,4,A3AIPONVKAGDQP,,37.751,-97.822,-1,DILIP CHAVALI,A3AIPONVKAGDQPDILIP CHAVALI,4,#N/A
60,7/21/2022 15:11,7/21/2022 15:16,,,,,1,0,5- Excellent,5,5,A1EN79X57RVGFR,Dilip was absolutely great!,50.1188,8.6843,-1,DILIP CHAVALI,A1EN79X57RVGFRDILIP CHAVALI,5,#N/A
61,7/21/2022 18:19,7/21/2022 18:21,,,,,1,0,4- Good,5,4,M_UPSEMAUSMW_1374686,"Without Dilip help, we would not have gotten as far as we did with SP API implementation.  He has been very engaged and supportive throughout the process.",32.8608,-79.9746,-1,DILIP CHAVALI,M_UPSEMAUSMW_1374686DILIP CHAVALI,4.5,#N/A
62,7/24/2022 4:34,7/24/2022 4:35,,,,,1,0,5- Excellent,5,4,M_UPSEMAUSMW_1374686,,41.2591,-95.8517,-1,DILIP CHAVALI,M_UPSEMAUSMW_1374686DILIP CHAVALI,4.5,#N/A
63,7/28/2022 14:52,7/28/2022 14:52,,,,,1,0,5- Excellent,5,5,A2PB9DHVWREFCS,great and timely help. thank you.,59.433,24.7323,-1,DILIP CHAVALI,A2PB9DHVWREFCSDILIP CHAVALI,5,#N/A
64,8/26/2022 8:29,8/26/2022 8:30,,,,,1,0,4- Good,5,5,A1MM7PJE4I3V89,,48.1663,11.5683,-1,DILIP CHAVALI,A1MM7PJE4I3V89DILIP CHAVALI,5,#N/A
65,10/12/2022 8:35,10/12/2022 8:36,,,,,1,0,5- Excellent,5,5,58940882612,"Thanks for Dilip,\Everything was so helpful.",41.0145,28.9533,-1,DILIP CHAVALI,58940882612DILIP CHAVALI,5,#N/A
66,10/17/2022 14:15,10/17/2022 14:16,,,,,1,0,4- Good,5,5,A1ZX7YN7F2XSM6,,51.4073,6.7279,-1,DILIP CHAVALI,A1ZX7YN7F2XSM6DILIP CHAVALI,5,#N/A
67,10/17/2022 16:07,10/17/2022 16:09,,,,,1,0,5- Excellent,5,5,A3S9K44UGCSNVF,,37.3831,-5.9707,-1,DILIP CHAVALI,A3S9K44UGCSNVFDILIP CHAVALI,5,#N/A
68,11/10/2022 14:13,11/10/2022 14:14,,,,,1,0,5- Excellent,4,5,A3SRNZA3D3E4HZ,no comments for now,49.9675,20.4294,-1,DILIP CHAVALI,A3SRNZA3D3E4HZDILIP CHAVALI,4.5,#N/A
69,11/17/2022 0:03,11/17/2022 0:03,,,,,1,0,5- Excellent,5,5,A2WXLSAE6FNJVQ,,4.8093,-75.697,-1,DILIP CHAVALI,A2WXLSAE6FNJVQDILIP CHAVALI,5,EU
70,11/17/2022 9:09,11/17/2022 10:53,,,,,1,0,5- Excellent,5,5,A2EE3XIT7D4VDH,It would be great that all the products in  different kinds of weight including less than 23 kg could be dealt automatically through this API.,34.2635,108.9246,-1,DILIP CHAVALI,A2EE3XIT7D4VDHDILIP CHAVALI,5,#N/A
71,11/17/2022 11:25,11/17/2022 11:26,,,,,1,0,5- Excellent,5,5,A2WXLSAE6FNJVQ,Amazing Dilip. Super useful and always available to help!,50.1188,8.6843,-1,DILIP CHAVALI,A2WXLSAE6FNJVQDILIP CHAVALI,5,EU
72,12/5/2022 13:20,12/5/2022 13:21,,,,,1,0,5- Excellent,5,4,-,,59.433,24.7323,-1,DILIP CHAVALI,#NAME?,4.5,#NAME?
73,1/17/2023 10:06,1/17/2023 10:09,,,,,1,0,4- Good,4,4,A2FWFON9F8674Q,,41.1384,-8.6168,-1,DILIP CHAVALI,A2FWFON9F8674QDILIP CHAVALI,4,EU
74,1/19/2023 11:41,1/19/2023 11:41,,,,,1,0,5- Excellent,5,5,A3NTQV37M4FEYE,,38.1302,13.329,-1,DILIP CHAVALI,A3NTQV37M4FEYEDILIP CHAVALI,5,#N/A
75,3/6/2023 6:52,3/6/2023 6:53,,,,,1,0,5- Excellent,5,5,A11EKHJ9JF38TG,"Super available upon need, thank you :)",52.095,5.0099,-1,DILIP CHAVALI,A11EKHJ9JF38TGDILIP CHAVALI,5,#N/A
76,3/7/2023 11:37,3/7/2023 11:38,,,,,1,0,5- Excellent,5,5,A25PKFPNLP4ROG,"Dilip was very kind, and help us to fix the problem in a few minutes",41.8904,12.5126,-1,DILIP CHAVALI,A25PKFPNLP4ROGDILIP CHAVALI,5,EU
77,3/14/2023 19:18,3/14/2023 19:23,,,,,1,0,5- Excellent,5,5,A1QY6USG2R34HY,"It is now the second time I have communicated with Dilip on the subject. I am really enthusiastic about him. Friendly, very knowledgeable and excellent communication skills.",53.5544,9.9946,-1,DILIP CHAVALI,A1QY6USG2R34HYDILIP CHAVALI,5,#N/A
78,4/10/2023 12:42,4/10/2023 12:45,,,,,1,0,5- Excellent,5,5,A1N032LT0UEXJT,we will keep in touch,40.4172,-3.684,-1,DILIP CHAVALI,A1N032LT0UEXJTDILIP CHAVALI,5,EU
79,4/14/2023 23:43,4/14/2023 23:47,,,,,1,0,5- Excellent,5,5,A3XJFXA21QO2A,Dilip was very available and efficient in solving the issues and gave me good feedback on how to go trough the API processes.,38.7057,-9.1359,-1,DILIP CHAVALI,A3XJFXA21QO2ADILIP CHAVALI,5,#N/A
80,5/4/2023 9:45,5/4/2023 9:45,,,,,1,0,5- Excellent,5,5,A1JE6OAOP7397G,,41.8904,12.5126,-1,DILIP CHAVALI,A1JE6OAOP7397GDILIP CHAVALI,5,EU
81,5/9/2023 11:17,5/9/2023 11:18,,,,,1,0,5- Excellent,5,5,A3C7ZH0TEF86IC,SP unresponsive,50.1188,8.6843,-1,DILIP CHAVALI,A3C7ZH0TEF86ICDILIP CHAVALI,5,EU
82,5/9/2023 11:39,5/9/2023 11:42,,,,,1,0,5- Excellent,5,5,AUNGYH863E97M,Chavali Dilip has been proactive and helpful via both email and meetings whenever vidaXL needed support for the new API migration.,44.405,26.0718,-1,DILIP CHAVALI,AUNGYH863E97MDILIP CHAVALI,5,#N/A
83,5/9/2023 12:41,5/9/2023 12:42,,,,,1,0,5- Excellent,5,5,A3QXTOSP5H0VOS,All good and fast exchange with Dilip from API Integration Team.,12.8996,80.2209,-1,DILIP CHAVALI,A3QXTOSP5H0VOSDILIP CHAVALI,5,EU
84,5/9/2023 14:02,5/9/2023 14:03,,,,,1,0,5- Excellent,5,5,A1GYXSW3A7BRVP,,26.4336,50.1116,-1,DILIP CHAVALI,A1GYXSW3A7BRVPDILIP CHAVALI,5,SA
85,5/9/2023 14:29,5/9/2023 14:30,,,,,1,0,5- Excellent,5,5,A8KXXT3BP8PXD,"Very nice and patient, good directions.",51.938,6.1395,-1,DILIP CHAVALI,A8KXXT3BP8PXDDILIP CHAVALI,5,EU
86,5/11/2023 10:21,5/11/2023 10:36,,,,,1,0,4- Good,2,5,A1GAGUG0ZJREGY,"Everyone must make an effort and we must adapt to dialogue with foreigners who speak the English language less :)\\At the end, I had explanations but I still can't access the sp-api and use my code online.",47.7541,7.3629,-1,DILIP CHAVALI,A1GAGUG0ZJREGYDILIP CHAVALI,3.5,EU
87,5/16/2023 12:34,5/16/2023 12:38,,,,,1,0,5- Excellent,5,5,AQ7VBY29VFCOH,,52.3759,4.8975,-1,DILIP CHAVALI,AQ7VBY29VFCOHDILIP CHAVALI,5,NL
88,5/17/2023 11:03,5/17/2023 11:04,,,,,1,0,5- Excellent,4,5,A16KNVL00HJUQF,,42.0644,-1.5996,-1,DILIP CHAVALI,A16KNVL00HJUQFDILIP CHAVALI,4.5,EU
89,5/23/2023 9:48,5/23/2023 9:51,,,,,1,0,2-Average,5,3,AQBLNKDEXSNT9,not very helpful. the decision to turn off Amazon MWS api is really bad for a merchant like us. A developer is now working since more than 3 months on migrating the Amazon Europe api while we decided to turn off amazon.com. Not good for anyone.,51.2993,9.491,-1,DILIP CHAVALI,AQBLNKDEXSNT9DILIP CHAVALI,4,#N/A
90,5/23/2023 12:20,5/23/2023 12:21,,,,,1,0,5- Excellent,5,5,A1RJ4KHOKQCIDG,Dilip was extremely helpful and was a credit to the Amazon team.,51.5536,-0.8659,-1,DILIP CHAVALI,A1RJ4KHOKQCIDGDILIP CHAVALI,5,#N/A
91,5/30/2023 9:17,5/30/2023 9:21,,,,,1,0,5- Excellent,5,5,A1XHWQG0OS35NG,nil,1.2929,103.8547,-1,DILIP CHAVALI,A1XHWQG0OS35NGDILIP CHAVALI,5,#N/A
92,5/30/2023 11:58,5/30/2023 11:59,,,,,1,0,5- Excellent,5,5,A37QLFEKP5N21Y,,50.2821,19.5678,-1,DILIP CHAVALI,A37QLFEKP5N21YDILIP CHAVALI,5,#N/A
93,5/30/2023 12:51,5/30/2023 12:53,,,,,1,0,5- Excellent,5,5,5.67322E+11,Dilip did a fantastic job - he was helpful and considerate when challenging the technical claims of the SP.,37.751,-97.822,-1,DILIP CHAVALI,567322164402DILIP CHAVALI,5,#N/A
94,5/30/2023 13:32,5/30/2023 13:33,,,,,1,0,5- Excellent,5,5,A3112J8LK5MIJE,"As always, the API team help 3P proactively.",47.6137,-122.3104,-1,DILIP CHAVALI,A3112J8LK5MIJEDILIP CHAVALI,5,EU
95,5/30/2023 14:20,5/30/2023 14:21,,,,,1,0,5- Excellent,5,5,A3NOK4T2EJK4HY,"Easy to understand, and great service!",50.1188,8.6843,-1,DILIP CHAVALI,A3NOK4T2EJK4HYDILIP CHAVALI,5,EU
96,6/5/2023 13:43,6/5/2023 13:45,,,,,1,0,1-Poor,5,4,AQBLNKDEXSNT9,,48.767,9.1827,-1,DILIP CHAVALI,AQBLNKDEXSNT9DILIP CHAVALI,4.5,#N/A
97,6/6/2023 11:51,6/6/2023 11:52,,,,,1,0,4- Good,4,4,A2Z9Q9DLCBG1A7,,36.7162,-4.4161,-1,DILIP CHAVALI,A2Z9Q9DLCBG1A7DILIP CHAVALI,4,#N/A
98,6/6/2023 14:06,6/6/2023 14:23,,,,,1,0,4- Good,4,4,AXXVMRQ5U11GS,,49.9618,9.1634,-1,DILIP CHAVALI,AXXVMRQ5U11GSDILIP CHAVALI,4,EU
99,6/8/2023 11:24,6/8/2023 11:25,,,,,1,0,5- Excellent,4,4,A3HFRM4J9BMMFK,,45.754,3.1156,-1,DILIP CHAVALI,A3HFRM4J9BMMFKDILIP CHAVALI,4,#N/A
100,6/19/2023 14:18,6/19/2023 14:21,,,,,1,0,5- Excellent,5,5,A1SJ3NHDJQ08VX,Excellent help!  Was able to quickly resolve my issue!,30.1547,-95.1992,-1,DILIP CHAVALI,A1SJ3NHDJQ08VXDILIP CHAVALI,5,EU
101,7/10/2023 12:35,7/10/2023 12:44,,,,,1,0,5- Excellent,5,5,AIYW6IC98F880,When we speak to Dilip he was very helpful and supportive which fantastic. I really appreciated his time and support he provided. Keep up the good work Dilip,23.0276,72.5871,-1,DILIP CHAVALI,AIYW6IC98F880DILIP CHAVALI,5,EU
102,7/14/2023 10:14,7/14/2023 10:17,,,,,1,0,5- Excellent,5,5,A1AQUMO0BGUQGS,,45.6618,12.2428,-1,DILIP CHAVALI,A1AQUMO0BGUQGSDILIP CHAVALI,5,EU
103,7/27/2023 12:27,7/27/2023 12:28,,,,,1,0,5- Excellent,5,5,A2SO8AO2MD6S0,,43.2996,13.4471,-1,DILIP CHAVALI,A2SO8AO2MD6S0DILIP CHAVALI,5,#N/A
104,7/28/2023 10:15,7/28/2023 10:22,,,,,1,0,4- Good,4,5,ANKADO05MKFLU,,47.9818,10.1853,-1,DILIP CHAVALI,ANKADO05MKFLUDILIP CHAVALI,4.5,EU
2,9/11/2022 1:06,9/11/2022 1:06,,,,,1,0,5- Excellent,5,5,A1Z8D3XI5286X3,Very knowledgeable and helpful,47.6859,-122.2994,-1,HIMANSHU DHAMI,A1Z8D3XI5286X3HIMANSHU DHAMI,5,#N/A
3,11/7/2022 10:51,11/7/2022 10:52,,,,,1,0,5- Excellent,5,5,A1U46CGF6HFM4X,,39.288,-1.4654,-1,HIMANSHU DHAMI,A1U46CGF6HFM4XHIMANSHU DHAMI,5,#N/A
4,11/17/2022 12:04,11/17/2022 12:06,,,,,1,0,5- Excellent,5,5,A2OPRI5SBQKA3Y,"Dhami is willing to help to solve my problem, thank you.",40.7992,29.4305,-1,HIMANSHU DHAMI,A2OPRI5SBQKA3YHIMANSHU DHAMI,5,TR
5,3/16/2023 10:11,3/16/2023 10:14,,,,,1,0,5- Excellent,5,5,A295WBK94MTL3U,"They responded quickly at all times, explaining and explaining all the problems we had. Very happy with the treatment received and the resolution of our problems.",40.278,-4.3,-1,HIMANSHU DHAMI,A295WBK94MTL3UHIMANSHU DHAMI,5,#N/A
6,4/27/2023 4:01,4/27/2023 4:01,,,,,1,0,5- Excellent,5,5,A1LATJ37KDBVEA,,-37.828,144.9548,-1,HIMANSHU DHAMI,A1LATJ37KDBVEAHIMANSHU DHAMI,5,AU+CN
7,5/15/2023 9:27,5/15/2023 9:28,,,,,1,0,5- Excellent,5,5,AD7PYDAYKIXBU,,39.4923,-0.4046,-1,HIMANSHU DHAMI,AD7PYDAYKIXBUHIMANSHU DHAMI,5,EU
8,6/1/2023 7:40,6/1/2023 7:41,,,,,1,0,3- Fair,4,4,ALSYBSJ5KGPII,,40.9701,-5.6634,-1,HIMANSHU DHAMI,ALSYBSJ5KGPIIHIMANSHU DHAMI,4,EU
9,6/16/2023 11:18,6/16/2023 11:20,,,,,1,0,5- Excellent,5,5,A2XW4U9VOKANIM,,40.2754,18.3425,-1,HIMANSHU DHAMI,A2XW4U9VOKANIMHIMANSHU DHAMI,5,EU
10,8/1/2023 18:02,8/1/2023 18:03,,,,,1,0,5- Excellent,5,5,A27DL0OMONAIX2,He was extremly frexible. ;-)\Helped a lot.,51.1907,8.5439,-1,HIMANSHU DHAMI,A27DL0OMONAIX2HIMANSHU DHAMI,5,#N/A
