ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Q1,Q2_2,Q2_1,Q3,Q4,LocationLatitude,LocationLongitude,LocationAccuracy
R_3oSGt0AcRJlvZ1l,Default Response Set,124.156.107.39,2020-03-25 02:43:16,2020-03-25 02:43:37,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A3SIUMQ5TKK8NS,,22.25,114.16668701171875,-1
R_3j81vBLjR2VJ6ZR,Default Response Set,23.243.159.233,2020-03-25 17:02:05,2020-03-25 17:02:26,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A3SN31ATZFFWQC,Great job by the MWS API integration team!,33.89509582519531,-118.29100036621094,-1
R_3GxMHLkZ4m7Fe6L,Default Response Set,89.184.189.81,2020-03-26 11:47:39,2020-03-26 11:48:02,,,,,1,0,0.0,0.0,0.0,4- Good,,,A3415TRIOZ00BC,"Good help, Quick Response.",51.697601318359375,5.057403564453125,-1
R_dbrQdOMv4stkGvn,Default Response Set,216.164.112.63,2020-03-31 15:49:45,2020-03-31 15:51:59,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A2PJ60S0PNCTSF,,40.69859313964844,-75.4833984375,-1
R_bDx5vxeSYKzuG5j,Default Response Set,38.107.67.28,2020-03-31 19:01:15,2020-03-31 19:03:07,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A2GTXQBYMFQLE4,Renuka was absolutely very helpful and we are so glad we had her assistance. She is very patient and understandable and has excellent communication skills along with very caring qualities.\Thank you Renuka for your help.\Stella.,37.751007080078125,-97.8219985961914,-1
R_1f0EhgKWPNb4KCI,Default Response Set,109.192.165.142,2020-04-01 12:00:06,2020-04-01 12:00:49,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A3RT8JVP7CWYZS,"Very helpful and professional, thanks so much!",48.766204833984375,9.183303833007812,-1
R_1MNbSVJ3Q8WKjsN,Default Response Set,89.64.46.195,2020-04-02 13:32:14,2020-04-02 13:33:31,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,ADH3DQYZ2HTMP,,50.05650329589844,19.98150634765625,-1
R_2qrAxnBBzbiRxNX,Default Response Set,213.121.139.39,2020-04-02 14:44:56,2020-04-02 14:46:57,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A2IGILJXGZ25XA,Renuka G was very helpful and very proactive in helping with my problem. Made me feel that my problem was import to her which is unusual for an Amazon person and a very nice change.,52.11399841308594,-2.0666046142578125,-1
R_3oEAgzurnpEMWCs,Default Response Set,82.173.178.149,2020-04-08 08:47:35,2020-04-08 08:48:25,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A24TJ3Y6ERUG6F,,52.08050537109375,4.312896728515625,-1
R_3enw0VGnYZmK47N,Default Response Set,212.112.119.135,2020-04-08 10:06:16,2020-04-08 10:07:04,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A14SO30NNEC0M6,Both issues we have raised were resolved fast and clear enough.,42.86900329589844,74.59390258789062,-1
R_OdKHCFMFIhKikqB,Default Response Set,217.44.76.161,2020-04-09 13:03:22,2020-04-09 13:07:11,,,,,1,0,0.0,0.0,0.0,5- Excellent,,,A14SO30NNEC0M6,Really helpful and friendly. 5 star support.,51.580902099609375,-4.047393798828125,-1
R_2atVDlxJHEIaQEw,Default Response Set,71.227.235.107,2020-04-20 17:24:08,2020-04-20 17:27:18,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A2J66CO9FX3J74,will provide feedback after trying the free apps.,47.67219543457031,-122.12570190429688,-1
R_w64YdBG8R9kPp5f,Default Response Set,24.19.123.189,2020-04-21 02:51:21,2020-04-21 02:55:20,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A2I4KCDB32GL3P,"So impressed by Renuka G! Knowledgeable and friendly, she had the answer to every question our team had and provided us with thorough documentation. It's great to work with someone as well prepared as Ranuka. We know that we are in good hands with Ranuka to support us!",47.6300048828125,-122.29719543457031,-1
R_3j8TH7cMFdNOb6J,Default Response Set,157.37.218.126,2020-04-23 14:02:12,2020-04-23 14:05:20,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,A30SQ743JUGMDT,Is there python API documentation that can help a lot?,26.920394897460938,75.78819274902344,-1
R_3HAq75HbvEgIdtK,Default Response Set,37.162.33.105,2020-04-24 08:47:00,2020-04-24 08:48:27,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,4- Good,A2W1ZBEDNSKQHG,No comment,43.14790344238281,12.109695434570312,-1
R_1Ns2hzEKFHDl9xX,Default Response Set,103.243.53.229,2020-04-26 13:46:47,2020-04-26 13:48:21,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,A24TJ3Y6ERUG6F,It was good and she has knowledge to handle the queries.,28.57879638671875,77.33209228515625,-1
R_1EbXemAJ1WHXEgS,Default Response Set,103.243.53.229,2020-04-26 13:51:02,2020-04-26 13:52:10,,,,,1,0,0.0,0.0,0.0,4- Good,5- Excellent,4- Good,A2CQKFD3D3XDE5,She handled the queries good and she has good knowledge.,28.57879638671875,77.33209228515625,-1
R_3J9LkBmTqQMuHej,Default Response Set,213.60.131.144,2020-04-27 13:49:40,2020-04-27 13:54:15,,,,,1,0,0.0,0.0,0.0,5- Excellent,4- Good,5- Excellent,A1L0B5GA0DTBOJ,"I would suggest to have support in spanish in order to impove the communication between us. Meanwhile, we are verysatisfied witth Renuka's support.",42.233795166015625,-8.725204467773438,-1
R_3CWs8xxgJlfMMxm,Default Response Set,79.31.222.133,2020-04-27 21:45:35,2020-04-27 21:50:09,,,,,1,0,0.0,0.0,0.0,2- Average,5- Excellent,4- Good,A2WC1GDISYZCGN,Your representative was great and now we hope for the best. Alas previous interactions with MWS support was disappointing. We have two main issues and kept receiving the same vague replies. We lost customers because of this.\\Let's see what happens now with this direct tech support contact. Thank you.,44.93290710449219,7.610107421875,-1
R_3kMQvk3tTkUnEh2,Default Response Set,80.102.252.70,2020-04-29 12:32:24,2020-04-29 12:33:45,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,A37AJGKWBNIBRC,no thanks,38.64239501953125,-3.4665069580078125,-1
R_1hQfKrlWrly6qWm,Default Response Set,157.37.123.153,2020-04-29 14:15:03,2020-04-29 14:17:33,,,,,1,0,0.0,0.0,0.0,4- Good,5- Excellent,5- Excellent,A30SQ743JUGMDT,NA,26.920394897460938,75.78819274902344,-1
R_27NaTNUi9MPfPVW,Default Response Set,62.98.15.130,2020-04-30 10:03:32,2020-04-30 10:06:21,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A2QA358N1U3U4I,She was a very kind and very prepared person. She does his job very well and is very careful to satisfy the person in solving his problem.,40.85260009765625,14.26849365234375,-1
R_encCxx1QwAdue7D,Default Response Set,87.6.132.21,2020-05-22 11:15:43,2020-05-22 11:16:30,,,,,1,0,0.0,0.0,0.0,5- Excellent,4- Good,4- Good,A3FZSGYHM3TAD1,Renuka was really precious!,43.77850341796875,11.249404907226562,-1
R_2zUWId55ClL7zfD,Default Response Set,78.186.129.106,2020-05-22 12:34:19,2020-05-22 12:35:10,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A3IUCL7SEZP27A,Thank you.,41.01800537109375,28.974502563476562,-1
R_ST8FArFxXQFzmbT,Default Response Set,89.184.189.81,2020-05-26 11:45:43,2020-05-26 11:47:38,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,A17JSE757FXG0R,"Good response and help. But unfortunately at the end of the integration we could not open a payment account. I am trying to appeal and activate it, but got little to no response from the other team",51.68829345703125,5.0615997314453125,-1
R_3pgJU8rF30Orhyi,Default Response Set,82.54.131.24,2020-05-27 08:55:01,2020-05-27 08:57:19,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,4- Good,A2W1ZBEDNSKQHG,"This question starts with ""If you would"" but is mandatory.",45.58189392089844,9.268295288085938,-1
R_3KPknnYf23gvZU7,Default Response Set,158.222.225.84,2020-05-28 15:39:15,2020-05-28 15:54:07,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,4- Good,AEG5RMCMKDI3R,N/A,40.664306640625,-73.97630310058594,-1
R_1Lq9OtrGonCDyR9,Default Response Set,78.83.189.137,2020-05-28 16:00:20,2020-05-28 16:01:38,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A2A7D7RHCPMMGQ,Renuka is great and we are really glad that Amazon MWS now has easily reachable support. This has made integrating with MWS much easier which ultimately brings a better experience for the Amazon Sellers who are our customers. Please keep up the good work!,42.68299865722656,23.3175048828125,-1
R_2E50O8jz63RTAin,Default Response Set,158.222.225.84,2020-06-11 14:48:37,2020-06-11 14:50:29,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,AEG5RMCMKDI3R,N/A,40.664306640625,-73.97630310058594,-1
R_1FeSl7yRGVDfBkF,Default Response Set,194.25.172.130,2020-06-18 11:30:48,2020-06-18 11:31:50,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A10M31KG6TDRS9,Contact was very good and helpfull,50.956207275390625,6.6349029541015625,-1
R_2zINhz8UAUwsQaS,Default Response Set,202.49.21.185,2020-07-03 04:47:18,2020-07-03 04:48:43,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,AG0U1HPQ4KN9B,Excellent,-36.85060119628906,174.76791381835938,-1
R_3oz5M0WHujoQHfm,Default Response Set,157.37.233.6,2020-07-10 13:51:07,2020-07-10 13:52:16,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A30SQ743JUGMDT,,26.920394897460938,75.78819274902344,-1
R_1pKD7GW399YwJde,Default Response Set,52.95.75.10,2020-07-13 17:08:27,2020-07-13 17:08:44,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,A2JSHHR7CVHHA9,,19.074798583984375,72.88560485839844,-1
R_3J7TRrXWpvLodHO,Default Response Set,118.149.81.15,2020-07-21 23:40:41,2020-07-21 23:42:12,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A110KNV686P320,Thanks a lot for your support. Very helpful and really appreciate it,-41.28599548339844,174.77191162109375,-1
R_2OJ6xuVHT6mXVU5,Default Response Set,158.222.225.84,2020-07-23 14:48:28,2020-07-23 15:16:21,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,AEG5RMCMKDI3R,,40.664306640625,-73.97630310058594,-1
R_3GlYh8JfFZJkP0j,Default Response Set,103.198.173.112,2020-07-27 09:58:41,2020-07-27 10:24:15,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,amzn.mws.16a5f68f-fb98-24f7-67cf-8ecb5452b28f,,28.650405883789062,77.23721313476562,-1
R_3jYTlA7JY3eQSSk,Default Response Set,38.107.67.28,2020-07-29 15:29:21,2020-07-29 15:31:01,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A3E2JQGP51OUSW,Renuka is an amazing person to help with. We are very lucky to be able to get assisted from her. She is very understanding and really caring person to work with. Thanks so much for connecting us with Renuka!,40.70660400390625,-74.20269775390625,-1
R_3JeBDJoVlZYzRV7,Default Response Set,66.129.201.32,2020-08-06 04:09:46,2020-08-06 04:11:36,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A27DL0OMONAIX2,"Great Support, always ready to go beyond to help and share necessary information! Excellent Support!",41.95039367675781,-91.689697265625,-1
R_OuOD3swxEvJAO5z,Default Response Set,52.95.75.3,2020-08-12 19:46:05,2020-08-12 19:46:46,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A228JRNNJ06NBW,Very good,19.074798583984375,72.88560485839844,-1
R_2PdIT6AaB54GA2z,Default Response Set,70.189.111.76,2020-09-01 19:21:34,2020-09-01 19:22:56,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A2JSHHR7CVHHA9,Thanks for the prompt followup in providing status update on the launch of Selling partner API,36.09339904785156,-95.87909698486328,-1
R_3EGbLNR1OV0TCja,Default Response Set,93.240.20.248,2020-09-03 12:36:31,2020-09-03 12:45:05,,,,,1,0,0.0,0.0,0.0,5- Excellent,3 -Fair,5- Excellent,A1GC7XM01EYK96,The communication was quite unclear during the first phone calls but has become increasingly better and I was quite good during the last phone call (4/5),48.069000244140625,11.612503051757812,-1
R_xrxuVdKnwOwKOk1,Default Response Set,196.196.217.52,2020-09-07 14:57:27,2020-09-07 14:58:52,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,A1O27Z4N4KSU6D,Call connection quality was rather poor,59.43299865722656,24.7322998046875,-1
R_330WoIs9HQlXokO,Default Response Set,213.123.210.161,2020-10-29 11:51:37,2020-10-29 11:52:26,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A287212E06J45M,"Renuka has been excellent in dealing with this request, she has communicated extremely well and resolved the issues for us. Very impressed with the effort and help Renuka provided for us. Thank you",50.81280517578125,-1.9748992919921875,-1
R_3QXcbso0DWqkuqZ,Default Response Set,77.220.87.254,2021-01-15 14:43:25,2021-01-15 14:44:43,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A3N725Z15WYYUT,,45.77360534667969,8.885406494140625,-1
R_1E6XMmGQ3SBSdE6,Default Response Set,38.107.67.28,2021-02-18 17:05:34,2021-02-18 17:23:39,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,AHJXSIXNWT46T,"To whom it may concern,\\Hello, My name is Albert and I am an amazon seller for over 6 years now located in NYC.\\Our company has grown tremendously over the years and a big part of that was because we were lucky enough to have a connection with Renuka.Allow me to explain:Our company took on the global program which Amazon have launched in the past years and eventually became our main business.Since we are now dealing with multiple domains, countries, and currencies we had no choice but to build our own infrastructure for API management for pricing and inventory management.We have created great tools to be more efficient with each marketplace in regards to pricing and being able to compete and provide the best pricing and service to Amazon customers.\\However starting out wasn't easy. We had to learn MWS API in great detail and build our scripts accordingly. Thankfully one of our account managers connected me with Renuka and has helped us amazingly since then. We now have a 9+ rep IT staff who work on our tools full time and have been doing great natural growth for our company sales year by year.\\Recently, as you are aware, Amazon introduced a new API structure called SP-API.We are looking forward to using this new API as it seems that it will offer more features from the MWS one. However it wasnt easy to get a hang of it yet and we are constantly learning more about it everyday.Since we are connected with Renuka, we reached out to her recently and provided us amazing help and clarity which really amazed me and our managers.\\There is no question if we didn't have a person like Renuka who is very caring and patient, learning the new API and system would take us 10 times longer.We are very lucky to be connected with her and we look forward to many more years to come so long she is in the company.\\If you would like to contact me, feel free to email me or you can call me directly at 347-399-2692.\Regards,\Albert Snado.",37.751007080078125,-97.8219985961914,-1
R_33eGiLUqk5E8kc0,Default Response Set,213.123.210.161,2021-03-05 14:41:08,2021-03-05 14:41:49,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A287212E06J45M,"Renuka has been very helpful, knowledgeable and very quick to help resolve and provide information - thank you Renuka",51.44020080566406,-0.0258941650390625,-1
R_2V8zTaGmDjiH3PW,Default Response Set,5.64.229.61,2021-03-08 09:47:17,2021-03-08 09:52:16,,,,,1,0,0.0,0.0,0.0,4- Good,4- Good,4- Good,A11D65NNPX6PO5,"The agent initially misunderstood the issue thinking it was a setting in Amazon Seller Central, however when we pointed out the issue was related to non-Prime listings and that we had already tried providing the missing data on the feeds that were being submitted she advised not including the company email address and phone number which we had included as part of the shipping address.",53.080596923828125,-2.1331024169921875,-1
R_2torqLIYkIhGmEF,Default Response Set,88.133.238.117,2021-05-27 22:07:13,2021-05-27 22:07:49,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,AYRHL1BC4CIOF,Thank you,48.991302490234375,12.110595703125,-1
R_cMDv9fp1CPcergR,Default Response Set,102.118.106.81,2021-06-02 07:38:49,2021-06-02 07:44:23,,,,,1,0,0.0,0.0,0.0,1- Poor,4- Good,2-Average,A26PPIQDP2JLDQ,We are having issues retrieving PII informations from the reports. Support has been extremely slow to respond and unable to help for the moment. Answers brought to our problems showed that they had no mastery of the subject. What can be achieved in a matter of days or sometimes hours with other marketplaces has taken months with Amazon and issue is still to be resolved.,-20.160797119140625,57.49940490722656,-1
R_33fFuZFk44Qq4Xz,Default Response Set,148.251.137.120,2021-06-22 09:14:41,2021-06-22 09:15:50,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,AI565MK1IZRJB,,51.29930114746094,9.490997314453125,-1
R_u9fwyYPhPn3jclP,Default Response Set,213.95.18.187,2021-07-05 14:12:30,2021-07-05 14:13:48,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A2QWT2E4KZFTLS,,49.58500671386719,11.009201049804688,-1
R_2s5VMSM61frXVyS,Default Response Set,102.118.145.161,2021-07-14 09:04:46,2021-07-14 09:10:11,,,,,1,0,0.0,0.0,0.0,1- Poor,5- Excellent,3 -Fair,A26PPIQDP2JLDQ,"It took about 3 months to resolve our API issues.\After about 2 months Amazon fixed the partially and let us know it was solved, only for us to discover it was only solved partially.\A month after a second bug fix was made by Amazon that seem to have solved our problem for good.\What takes us less than 72 hours to implement in other marketplaces took more than 4 months with Amazon.\Amazon API is powerful but terribly unefficient and complicated from the seller perspective compared to competitors.",-20.061599731445312,57.57380676269531,-1
R_1QzKACqjVrbBKql,Default Response Set,79.159.240.5,2021-07-14 09:26:41,2021-07-14 09:30:14,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A2WA6JZ1PJ9KDW,"Renuka has been and is beeing of great help, we really appreciate all the help and the availability she has had in order to solve our doubts and unblock us. Thank you",41.465606689453125,2.07940673828125,-1
R_3dVXEZ2pKE9JZMN,Default Response Set,213.106.162.122,2021-09-03 14:32:33,2021-09-03 15:09:56,,,,,1,0,0.0,0.0,0.0,5- Excellent,5- Excellent,5- Excellent,A1T4093MWM7NST,"Great support, patient and worked really well with me, Hoping to translate my requests across from Postman later on today.",50.47880554199219,-3.5446014404296875,-1
